Mod:Item:MetaData, Localized Name
tfc:metal/saw/black_steel, Black Steel Saw
tfc:metal/saw/blue_steel, Blue Steel Saw
tfc:metal/saw/red_steel, Red Steel Saw
tfc:metal/saw/nickel_silver, Nickel Silver Saw
tfc:metal/saw/invar, Invar Saw
tfc:metal/saw/osmium, Osmium Saw
tfc:metal/saw/titanium, Titanium Saw
tfc:metal/saw/cobalt, Cobalt Saw
tfc:metal/saw/manyullyn, Manyullyn Saw
tfc:metal/saw/mithril, Mithril Saw
tfc:metal/saw/tungsten, Tungsten Saw
tfc:metal/saw/tungsten_steel, Tungsten Steel Saw
tfc:metal/saw/zircaloy, Zircaloy Saw
tfc:metal/saw/aluminium, Aluminium Saw
tfc:metal/saw/beryllium_copper, Beryllium Copper Saw
tfc:metal/saw/boron, Boron Saw
tfc:metal/saw_blade/bismuth_bronze, Bismuth Bronze Saw Blade
tfc:metal/saw_blade/black_bronze, Black Bronze Saw Blade
tfc:metal/saw_blade/bronze, Bronze Saw Blade
tfc:metal/saw_blade/copper, Copper Saw Blade
tfc:metal/saw_blade/wrought_iron, Wrought Iron Saw Blade
tfc:metal/saw_blade/steel, Steel Saw Blade
tfc:metal/saw_blade/black_steel, Black Steel Saw Blade
tfc:metal/saw_blade/blue_steel, Blue Steel Saw Blade
tfc:metal/saw_blade/red_steel, Red Steel Saw Blade
tfc:metal/saw_blade/nickel_silver, Nickel Silver Saw Blade
tfc:metal/saw_blade/invar, Invar Saw Blade
tfc:metal/saw_blade/osmium, Osmium Saw Blade
tfc:metal/saw_blade/titanium, Titanium Saw Blade
tfc:metal/saw_blade/cobalt, Cobalt Saw Blade
tfc:metal/saw_blade/manyullyn, Manyullyn Saw Blade
tfc:metal/saw_blade/mithril, Mithril Saw Blade
tfc:metal/saw_blade/tungsten, Tungsten Saw Blade
tfc:metal/saw_blade/tungsten_steel, Tungsten Steel Saw Blade
tfc:metal/saw_blade/zircaloy, Zircaloy Saw Blade
tfc:metal/saw_blade/aluminium, Aluminium Saw Blade
tfc:metal/saw_blade/beryllium_copper, Beryllium Copper Saw Blade
tfc:metal/saw_blade/boron, Boron Saw Blade
tfc:metal/javelin/bismuth_bronze, Bismuth Bronze Javelin
tfc:metal/javelin/black_bronze, Black Bronze Javelin
tfc:metal/javelin/bronze, Bronze Javelin
tfc:metal/javelin/copper, Copper Javelin
tfc:metal/javelin/wrought_iron, Wrought Iron Javelin
tfc:metal/javelin/steel, Steel Javelin
tfc:metal/javelin/black_steel, Black Steel Javelin
tfc:metal/javelin/blue_steel, Blue Steel Javelin
tfc:metal/javelin/red_steel, Red Steel Javelin
tfc:metal/javelin/nickel_silver, Nickel Silver Javelin
tfc:metal/javelin/invar, Invar Javelin
tfc:metal/javelin/osmium, Osmium Javelin
tfc:metal/javelin/titanium, Titanium Javelin
tfc:metal/javelin/cobalt, Cobalt Javelin
tfc:metal/javelin/manyullyn, Manyullyn Javelin
tfc:metal/javelin/mithril, Mithril Javelin
tfc:metal/javelin/tungsten, Tungsten Javelin
tfc:metal/javelin/tungsten_steel, Tungsten Steel Javelin
tfc:metal/javelin/zircaloy, Zircaloy Javelin
tfc:metal/javelin/aluminium, Aluminium Javelin
tfc:metal/javelin/beryllium_copper, Beryllium Copper Javelin
tfc:metal/javelin/boron, Boron Javelin
tfc:metal/javelin_head/bismuth_bronze, Bismuth Bronze Javelin Head
tfc:metal/javelin_head/black_bronze, Black Bronze Javelin Head
tfc:metal/javelin_head/bronze, Bronze Javelin Head
tfc:metal/javelin_head/copper, Copper Javelin Head
tfc:metal/javelin_head/wrought_iron, Wrought Iron Javelin Head
tfc:metal/javelin_head/steel, Steel Javelin Head
tfc:metal/javelin_head/black_steel, Black Steel Javelin Head
tfc:metal/javelin_head/blue_steel, Blue Steel Javelin Head
tfc:metal/javelin_head/red_steel, Red Steel Javelin Head
tfc:metal/javelin_head/nickel_silver, Nickel Silver Javelin Head
tfc:metal/javelin_head/invar, Invar Javelin Head
tfc:metal/javelin_head/osmium, Osmium Javelin Head
tfc:metal/javelin_head/titanium, Titanium Javelin Head
tfc:metal/javelin_head/cobalt, Cobalt Javelin Head
tfc:metal/javelin_head/manyullyn, Manyullyn Javelin Head
tfc:metal/javelin_head/mithril, Mithril Javelin Head
tfc:metal/javelin_head/tungsten, Tungsten Javelin Head
tfc:metal/javelin_head/tungsten_steel, Tungsten Steel Javelin Head
tfc:metal/javelin_head/zircaloy, Zircaloy Javelin Head
tfc:metal/javelin_head/aluminium, Aluminium Javelin Head
tfc:metal/javelin_head/beryllium_copper, Beryllium Copper Javelin Head
tfc:metal/javelin_head/boron, Boron Javelin Head
tfc:metal/hammer/bismuth_bronze, Bismuth Bronze Hammer
tfc:metal/hammer/black_bronze, Black Bronze Hammer
tfc:metal/hammer/bronze, Bronze Hammer
tfc:metal/hammer/copper, Copper Hammer
tfc:metal/hammer/wrought_iron, Wrought Iron Hammer
tfc:metal/hammer/steel, Steel Hammer
tfc:metal/hammer/black_steel, Black Steel Hammer
tfc:metal/hammer/blue_steel, Blue Steel Hammer
tfc:metal/hammer/red_steel, Red Steel Hammer
tfc:metal/hammer/nickel_silver, Nickel Silver Hammer
tfc:metal/hammer/invar, Invar Hammer
tfc:metal/hammer/osmium, Osmium Hammer
tfc:metal/hammer/titanium, Titanium Hammer
tfc:metal/hammer/cobalt, Cobalt Hammer
tfc:metal/hammer/manyullyn, Manyullyn Hammer
tfc:metal/hammer/mithril, Mithril Hammer
tfc:metal/hammer/tungsten, Tungsten Hammer
tfc:metal/hammer/tungsten_steel, Tungsten Steel Hammer
tfc:metal/hammer/zircaloy, Zircaloy Hammer
tfc:metal/hammer/aluminium, Aluminium Hammer
tfc:metal/hammer/beryllium_copper, Beryllium Copper Hammer
tfc:metal/hammer/boron, Boron Hammer
tfc:metal/hammer_head/bismuth_bronze, Bismuth Bronze Hammer Head
tfc:metal/hammer_head/black_bronze, Black Bronze Hammer Head
tfc:metal/hammer_head/bronze, Bronze Hammer Head
tfc:metal/hammer_head/copper, Copper Hammer Head
tfc:metal/hammer_head/wrought_iron, Wrought Iron Hammer Head
tfc:metal/hammer_head/steel, Steel Hammer Head
tfc:metal/hammer_head/black_steel, Black Steel Hammer Head
tfc:metal/hammer_head/blue_steel, Blue Steel Hammer Head
tfc:metal/hammer_head/red_steel, Red Steel Hammer Head
tfc:metal/hammer_head/nickel_silver, Nickel Silver Hammer Head
tfc:metal/hammer_head/invar, Invar Hammer Head
tfc:metal/hammer_head/osmium, Osmium Hammer Head
tfc:metal/hammer_head/titanium, Titanium Hammer Head
tfc:metal/hammer_head/cobalt, Cobalt Hammer Head
tfc:metal/hammer_head/manyullyn, Manyullyn Hammer Head
tfc:metal/hammer_head/mithril, Mithril Hammer Head
tfc:metal/hammer_head/tungsten, Tungsten Hammer Head
tfc:metal/hammer_head/tungsten_steel, Tungsten Steel Hammer Head
tfc:metal/hammer_head/zircaloy, Zircaloy Hammer Head
tfc:metal/hammer_head/aluminium, Aluminium Hammer Head
tfc:metal/hammer_head/beryllium_copper, Beryllium Copper Hammer Head
tfc:metal/hammer_head/boron, Boron Hammer Head
tfc:metal/propick/bismuth_bronze, Bismuth Bronze Prospector's Pickaxe
tfc:metal/propick/black_bronze, Black Bronze Prospector's Pickaxe
tfc:metal/propick/bronze, Bronze Prospector's Pickaxe
tfc:metal/propick/copper, Copper Prospector's Pickaxe
tfc:metal/propick/wrought_iron, Wrought Iron Prospector's Pickaxe
tfc:metal/propick/steel, Steel Prospector's Pickaxe
tfc:metal/propick/black_steel, Black Steel Prospector's Pickaxe
tfc:metal/propick/blue_steel, Blue Steel Prospector's Pickaxe
tfc:metal/propick/red_steel, Red Steel Prospector's Pickaxe
tfc:metal/propick/nickel_silver, Nickel Silver Prospector's Pickaxe
tfc:metal/propick/invar, Invar Prospector's Pickaxe
tfc:metal/propick/osmium, Osmium Prospector's Pickaxe
tfc:metal/propick/titanium, Titanium Prospector's Pickaxe
tfc:metal/propick/cobalt, Cobalt Prospector's Pickaxe
tfc:metal/propick/manyullyn, Manyullyn Prospector's Pickaxe
tfc:metal/propick/mithril, Mithril Prospector's Pickaxe
tfc:metal/propick/tungsten, Tungsten Prospector's Pickaxe
tfc:metal/propick/tungsten_steel, Tungsten Steel Prospector's Pickaxe
tfc:metal/propick/zircaloy, Zircaloy Prospector's Pickaxe
tfc:metal/propick/aluminium, Aluminium Prospector's Pickaxe
tfc:metal/propick/beryllium_copper, Beryllium Copper Prospector's Pickaxe
tfc:metal/propick/boron, Boron Prospector's Pickaxe
tfc:metal/propick_head/bismuth_bronze, Bismuth Bronze Prospector's Pickaxe Head
tfc:metal/propick_head/black_bronze, Black Bronze Prospector's Pickaxe Head
tfc:metal/propick_head/bronze, Bronze Prospector's Pickaxe Head
tfc:metal/propick_head/copper, Copper Prospector's Pickaxe Head
tfc:metal/propick_head/wrought_iron, Wrought Iron Prospector's Pickaxe Head
tfc:metal/propick_head/steel, Steel Prospector's Pickaxe Head
tfc:metal/propick_head/black_steel, Black Steel Prospector's Pickaxe Head
tfc:metal/propick_head/blue_steel, Blue Steel Prospector's Pickaxe Head
tfc:metal/propick_head/red_steel, Red Steel Prospector's Pickaxe Head
tfc:metal/propick_head/nickel_silver, Nickel Silver Prospector's Pickaxe Head
tfc:metal/propick_head/invar, Invar Prospector's Pickaxe Head
tfc:metal/propick_head/osmium, Osmium Prospector's Pickaxe Head
tfc:metal/propick_head/titanium, Titanium Prospector's Pickaxe Head
tfc:metal/propick_head/cobalt, Cobalt Prospector's Pickaxe Head
tfc:metal/propick_head/manyullyn, Manyullyn Prospector's Pickaxe Head
tfc:metal/propick_head/mithril, Mithril Prospector's Pickaxe Head
tfc:metal/propick_head/tungsten, Tungsten Prospector's Pickaxe Head
tfc:metal/propick_head/tungsten_steel, Tungsten Steel Prospector's Pickaxe Head
tfc:metal/propick_head/zircaloy, Zircaloy Prospector's Pickaxe Head
tfc:metal/propick_head/aluminium, Aluminium Prospector's Pickaxe Head
tfc:metal/propick_head/beryllium_copper, Beryllium Copper Prospector's Pickaxe Head
tfc:metal/propick_head/boron, Boron Prospector's Pickaxe Head
tfc:metal/knife/bismuth_bronze, Bismuth Bronze Knife
tfc:metal/knife/black_bronze, Black Bronze Knife
tfc:metal/knife/bronze, Bronze Knife
tfc:metal/knife/copper, Copper Knife
tfc:metal/knife/wrought_iron, Wrought Iron Knife
tfc:metal/knife/steel, Steel Knife
tfc:metal/knife/black_steel, Black Steel Knife
tfc:metal/knife/blue_steel, Blue Steel Knife
tfc:metal/knife/red_steel, Red Steel Knife
tfc:metal/knife/nickel_silver, Nickel Silver Knife
tfc:metal/knife/invar, Invar Knife
tfc:metal/knife/osmium, Osmium Knife
tfc:metal/knife/titanium, Titanium Knife
tfc:metal/knife/cobalt, Cobalt Knife
tfc:metal/knife/manyullyn, Manyullyn Knife
tfc:metal/knife/mithril, Mithril Knife
tfc:metal/knife/tungsten, Tungsten Knife
tfc:metal/knife/tungsten_steel, Tungsten Steel Knife
tfc:metal/knife/zircaloy, Zircaloy Knife
tfc:metal/knife/aluminium, Aluminium Knife
tfc:metal/knife/beryllium_copper, Beryllium Copper Knife
tfc:metal/knife/boron, Boron Knife
tfc:metal/knife_blade/bismuth_bronze, Bismuth Bronze Knife Blade
tfc:metal/knife_blade/black_bronze, Black Bronze Knife Blade
tfc:metal/knife_blade/bronze, Bronze Knife Blade
tfc:metal/knife_blade/copper, Copper Knife Blade
tfc:metal/knife_blade/wrought_iron, Wrought Iron Knife Blade
tfc:metal/knife_blade/steel, Steel Knife Blade
tfc:metal/knife_blade/black_steel, Black Steel Knife Blade
tfc:metal/knife_blade/blue_steel, Blue Steel Knife Blade
tfc:metal/knife_blade/red_steel, Red Steel Knife Blade
tfc:metal/knife_blade/nickel_silver, Nickel Silver Knife Blade
tfc:metal/knife_blade/invar, Invar Knife Blade
tfc:metal/knife_blade/osmium, Osmium Knife Blade
tfc:metal/knife_blade/titanium, Titanium Knife Blade
tfc:metal/knife_blade/cobalt, Cobalt Knife Blade
tfc:metal/knife_blade/manyullyn, Manyullyn Knife Blade
tfc:metal/knife_blade/mithril, Mithril Knife Blade
tfc:metal/knife_blade/tungsten, Tungsten Knife Blade
tfc:metal/knife_blade/tungsten_steel, Tungsten Steel Knife Blade
tfc:metal/knife_blade/zircaloy, Zircaloy Knife Blade
tfc:metal/knife_blade/aluminium, Aluminium Knife Blade
tfc:metal/knife_blade/beryllium_copper, Beryllium Copper Knife Blade
tfc:metal/knife_blade/boron, Boron Knife Blade
tfc:metal/scythe/bismuth_bronze, Bismuth Bronze Scythe
tfc:metal/scythe/black_bronze, Black Bronze Scythe
tfc:metal/scythe/bronze, Bronze Scythe
tfc:metal/scythe/copper, Copper Scythe
tfc:metal/scythe/wrought_iron, Wrought Iron Scythe
tfc:metal/scythe/steel, Steel Scythe
tfc:metal/scythe/black_steel, Black Steel Scythe
tfc:metal/scythe/blue_steel, Blue Steel Scythe
tfc:metal/scythe/red_steel, Red Steel Scythe
tfc:metal/scythe/nickel_silver, Nickel Silver Scythe
tfc:metal/scythe/invar, Invar Scythe
tfc:metal/scythe/osmium, Osmium Scythe
tfc:metal/scythe/titanium, Titanium Scythe
tfc:metal/scythe/cobalt, Cobalt Scythe
tfc:metal/scythe/manyullyn, Manyullyn Scythe
tfc:metal/scythe/mithril, Mithril Scythe
tfc:metal/scythe/tungsten, Tungsten Scythe
tfc:metal/scythe/tungsten_steel, Tungsten Steel Scythe
tfc:metal/scythe/zircaloy, Zircaloy Scythe
tfc:metal/scythe/aluminium, Aluminium Scythe
tfc:metal/scythe/beryllium_copper, Beryllium Copper Scythe
tfc:metal/scythe/boron, Boron Scythe
tfc:metal/scythe_blade/bismuth_bronze, Bismuth Bronze Scythe Blade
tfc:metal/scythe_blade/black_bronze, Black Bronze Scythe Blade
tfc:metal/scythe_blade/bronze, Bronze Scythe Blade
tfc:metal/scythe_blade/copper, Copper Scythe Blade
tfc:metal/scythe_blade/wrought_iron, Wrought Iron Scythe Blade
tfc:metal/scythe_blade/steel, Steel Scythe Blade
tfc:metal/scythe_blade/black_steel, Black Steel Scythe Blade
tfc:metal/scythe_blade/blue_steel, Blue Steel Scythe Blade
tfc:metal/scythe_blade/red_steel, Red Steel Scythe Blade
tfc:metal/scythe_blade/nickel_silver, Nickel Silver Scythe Blade
tfc:metal/scythe_blade/invar, Invar Scythe Blade
tfc:metal/scythe_blade/osmium, Osmium Scythe Blade
tfc:metal/scythe_blade/titanium, Titanium Scythe Blade
tfc:metal/scythe_blade/cobalt, Cobalt Scythe Blade
tfc:metal/scythe_blade/manyullyn, Manyullyn Scythe Blade
tfc:metal/scythe_blade/mithril, Mithril Scythe Blade
tfc:metal/scythe_blade/tungsten, Tungsten Scythe Blade
tfc:metal/scythe_blade/tungsten_steel, Tungsten Steel Scythe Blade
tfc:metal/scythe_blade/zircaloy, Zircaloy Scythe Blade
tfc:metal/scythe_blade/aluminium, Aluminium Scythe Blade
tfc:metal/scythe_blade/beryllium_copper, Beryllium Copper Scythe Blade
tfc:metal/scythe_blade/boron, Boron Scythe Blade
tfc:metal/shears/bismuth_bronze, Bismuth Bronze Shears
tfc:metal/shears/black_bronze, Black Bronze Shears
tfc:metal/shears/bronze, Bronze Shears
tfc:metal/shears/copper, Copper Shears
tfc:metal/shears/wrought_iron, Wrought Iron Shears
tfc:metal/shears/steel, Steel Shears
tfc:metal/shears/black_steel, Black Steel Shears
tfc:metal/shears/blue_steel, Blue Steel Shears
tfc:metal/shears/red_steel, Red Steel Shears
tfc:metal/shears/nickel_silver, Nickel Silver Shears
tfc:metal/shears/invar, Invar Shears
tfc:metal/shears/osmium, Osmium Shears
tfc:metal/shears/titanium, Titanium Shears
tfc:metal/shears/cobalt, Cobalt Shears
tfc:metal/shears/manyullyn, Manyullyn Shears
tfc:metal/shears/mithril, Mithril Shears
tfc:metal/shears/tungsten, Tungsten Shears
tfc:metal/shears/tungsten_steel, Tungsten Steel Shears
tfc:metal/shears/zircaloy, Zircaloy Shears
tfc:metal/shears/aluminium, Aluminium Shears
tfc:metal/shears/beryllium_copper, Beryllium Copper Shears
tfc:metal/shears/boron, Boron Shears
tfc:metal/unfinished_helmet/bismuth_bronze, Unfinished Bismuth Bronze Helmet
tfc:metal/unfinished_helmet/black_bronze, Unfinished Black Bronze Helmet
tfc:metal/unfinished_helmet/bronze, Unfinished Bronze Helmet
tfc:metal/unfinished_helmet/copper, Unfinished Copper Helmet
tfc:metal/unfinished_helmet/wrought_iron, Unfinished Wrought Iron Helmet
tfc:metal/unfinished_helmet/steel, Unfinished Steel Helmet
tfc:metal/unfinished_helmet/black_steel, Unfinished Black Steel Helmet
tfc:metal/unfinished_helmet/blue_steel, Unfinished Blue Steel Helmet
tfc:metal/unfinished_helmet/red_steel, Unfinished Red Steel Helmet
tfc:metal/unfinished_helmet/nickel_silver, Nickel Silver Unfinished Helmet
tfc:metal/unfinished_helmet/invar, Invar Unfinished Helmet
tfc:metal/unfinished_helmet/osmium, Osmium Unfinished Helmet
tfc:metal/unfinished_helmet/titanium, Titanium Unfinished Helmet
tfc:metal/unfinished_helmet/cobalt, Cobalt Unfinished Helmet
tfc:metal/unfinished_helmet/manyullyn, Manyullyn Unfinished Helmet
tfc:metal/unfinished_helmet/mithril, Mithril Unfinished Helmet
tfc:metal/unfinished_helmet/tungsten, Tungsten Unfinished Helmet
tfc:metal/unfinished_helmet/tungsten_steel, Tungsten Steel Unfinished Helmet
tfc:metal/unfinished_helmet/zircaloy, Zircaloy Unfinished Helmet
tfc:metal/unfinished_helmet/aluminium, Aluminium Unfinished Helmet
tfc:metal/unfinished_helmet/beryllium_copper, Beryllium Copper Unfinished Helmet
tfc:metal/unfinished_helmet/boron, Boron Unfinished Helmet
tfc:metal/helmet/bismuth_bronze, Bismuth Bronze Helmet
tfc:metal/helmet/black_bronze, Black Bronze Helmet
tfc:metal/helmet/bronze, Bronze Helmet
tfc:metal/helmet/copper, Copper Helmet
tfc:metal/helmet/wrought_iron, Wrought Iron Helmet
tfc:metal/helmet/steel, Steel Helmet
tfc:metal/helmet/black_steel, Black Steel Helmet
tfc:metal/helmet/blue_steel, Blue Steel Helmet
tfc:metal/helmet/red_steel, Red Steel Helmet
tfc:metal/helmet/nickel_silver, Nickel Silver Helmet
tfc:metal/helmet/invar, Invar Helmet
tfc:metal/helmet/osmium, Osmium Helmet
tfc:metal/helmet/titanium, Titanium Helmet
tfc:metal/helmet/cobalt, Cobalt Helmet
tfc:metal/helmet/manyullyn, Manyullyn Helmet
tfc:metal/helmet/mithril, Mithril Helmet
tfc:metal/helmet/tungsten, Tungsten Helmet
tfc:metal/helmet/tungsten_steel, Tungsten Steel Helmet
tfc:metal/helmet/zircaloy, Zircaloy Helmet
tfc:metal/helmet/aluminium, Aluminium Helmet
tfc:metal/helmet/beryllium_copper, Beryllium Copper Helmet
tfc:metal/helmet/boron, Boron Helmet
tfc:metal/unfinished_chestplate/bismuth_bronze, Unfinished Bismuth Bronze Chestplate
tfc:metal/unfinished_chestplate/black_bronze, Unfinished Black Bronze Chestplate
tfc:metal/unfinished_chestplate/bronze, Unfinished Bronze Chestplate
tfc:metal/unfinished_chestplate/copper, Unfinished Copper Chestplate
tfc:metal/unfinished_chestplate/wrought_iron, Unfinished Wrought Iron Chestplate
tfc:metal/unfinished_chestplate/steel, Unfinished Steel Chestplate
tfc:metal/unfinished_chestplate/black_steel, Unfinished Black Steel Chestplate
tfc:metal/unfinished_chestplate/blue_steel, Unfinished Blue Steel Chestplate
tfc:metal/unfinished_chestplate/red_steel, Unfinished Red Steel Chestplate
tfc:metal/unfinished_chestplate/nickel_silver, Nickel Silver Unfinished Chestplate
tfc:metal/unfinished_chestplate/invar, Invar Unfinished Chestplate
tfc:metal/unfinished_chestplate/osmium, Osmium Unfinished Chestplate
tfc:metal/unfinished_chestplate/titanium, Titanium Unfinished Chestplate
tfc:metal/unfinished_chestplate/cobalt, Cobalt Unfinished Chestplate
tfc:metal/unfinished_chestplate/manyullyn, Manyullyn Unfinished Chestplate
tfc:metal/unfinished_chestplate/mithril, Mithril Unfinished Chestplate
tfc:metal/unfinished_chestplate/tungsten, Tungsten Unfinished Chestplate
tfc:metal/unfinished_chestplate/tungsten_steel, Tungsten Steel Unfinished Chestplate
tfc:metal/unfinished_chestplate/zircaloy, Zircaloy Unfinished Chestplate
tfc:metal/unfinished_chestplate/aluminium, Aluminium Unfinished Chestplate
tfc:metal/unfinished_chestplate/beryllium_copper, Beryllium Copper Unfinished Chestplate
tfc:metal/unfinished_chestplate/boron, Boron Unfinished Chestplate
tfc:metal/chestplate/bismuth_bronze, Bismuth Bronze Chestplate
tfc:metal/chestplate/black_bronze, Black Bronze Chestplate
tfc:metal/chestplate/bronze, Bronze Chestplate
tfc:metal/chestplate/copper, Copper Chestplate
tfc:metal/chestplate/wrought_iron, Wrought Iron Chestplate
tfc:metal/chestplate/steel, Steel Chestplate
tfc:metal/chestplate/black_steel, Black Steel Chestplate
tfc:metal/chestplate/blue_steel, Blue Steel Chestplate
tfc:metal/chestplate/red_steel, Red Steel Chestplate
tfc:metal/chestplate/nickel_silver, Nickel Silver Chestplate
tfc:metal/chestplate/invar, Invar Chestplate
tfc:metal/chestplate/osmium, Osmium Chestplate
tfc:metal/chestplate/titanium, Titanium Chestplate
tfc:metal/chestplate/cobalt, Cobalt Chestplate
tfc:metal/chestplate/manyullyn, Manyullyn Chestplate
tfc:metal/chestplate/mithril, Mithril Chestplate
tfc:metal/chestplate/tungsten, Tungsten Chestplate
tfc:metal/chestplate/tungsten_steel, Tungsten Steel Chestplate
tfc:metal/chestplate/zircaloy, Zircaloy Chestplate
tfc:metal/chestplate/aluminium, Aluminium Chestplate
tfc:metal/chestplate/beryllium_copper, Beryllium Copper Chestplate
tfc:metal/chestplate/boron, Boron Chestplate
tfc:metal/unfinished_greaves/bismuth_bronze, Unfinished Bismuth Bronze Greaves
tfc:metal/unfinished_greaves/black_bronze, Unfinished Black Bronze Greaves
tfc:metal/unfinished_greaves/bronze, Unfinished Bronze Greaves
tfc:metal/unfinished_greaves/copper, Unfinished Copper Greaves
tfc:metal/unfinished_greaves/wrought_iron, Unfinished Wrought Iron Greaves
tfc:metal/unfinished_greaves/steel, Unfinished Steel Greaves
tfc:metal/unfinished_greaves/black_steel, Unfinished Black Steel Greaves
tfc:metal/unfinished_greaves/blue_steel, Unfinished Blue Steel Greaves
tfc:metal/unfinished_greaves/red_steel, Unfinished Red Steel Greaves
tfc:metal/unfinished_greaves/nickel_silver, Nickel Silver Unfinished Greaves
tfc:metal/unfinished_greaves/invar, Invar Unfinished Greaves
tfc:metal/unfinished_greaves/osmium, Osmium Unfinished Greaves
tfc:metal/unfinished_greaves/titanium, Titanium Unfinished Greaves
tfc:metal/unfinished_greaves/cobalt, Cobalt Unfinished Greaves
tfc:metal/unfinished_greaves/manyullyn, Manyullyn Unfinished Greaves
tfc:metal/unfinished_greaves/mithril, Mithril Unfinished Greaves
tfc:metal/unfinished_greaves/tungsten, Tungsten Unfinished Greaves
tfc:metal/unfinished_greaves/tungsten_steel, Tungsten Steel Unfinished Greaves
tfc:metal/unfinished_greaves/zircaloy, Zircaloy Unfinished Greaves
tfc:metal/unfinished_greaves/aluminium, Aluminium Unfinished Greaves
tfc:metal/unfinished_greaves/beryllium_copper, Beryllium Copper Unfinished Greaves
tfc:metal/unfinished_greaves/boron, Boron Unfinished Greaves
tfc:metal/greaves/bismuth_bronze, Bismuth Bronze Greaves
tfc:metal/greaves/black_bronze, Black Bronze Greaves
tfc:metal/greaves/bronze, Bronze Greaves
tfc:metal/greaves/copper, Copper Greaves
tfc:metal/greaves/wrought_iron, Wrought Iron Greaves
